# ----------------------------------------
# All Mobile App Data
# Top Events
# 20170620-20170710
# ----------------------------------------

Event Label,Customer User Id,Total Events,Unique Events,Event Value,Avg. Value
Cricket Australias no deal with players means 200 cricketers will be unemployed from July,1085358,5,5,0,0.00
Cricket Australias no deal with players means 200 cricketers will be unemployed from July,3320630,5,5,0,0.00
Crickets long-standing debate: Coach or captain?,2252536,5,5,0,0.00
Crickets long-standing debate: Coach or Captain?,3201792,5,5,0,0.00
Crickets long-standing debate: Coach or Captain?,6710307,5,5,0,0.00
Cristiano Ronaldo happy to finally be with his children for the first time,1747760,5,5,0,0.00
"Cristiano Ronaldo in the WWE ring? Superstars Kevin Owens, Sami Zayn, Natalya give advice",2822094,5,5,0,0.00
"Cristiano Ronaldo in the WWE ring? Superstars Kevin Owens, Sami Zayn, Natalya give advice",7056897,5,5,0,0.00
Cristiano Ronaldo ready to pay 14.7 million euros in Spanish tax fraud case,1085358,5,5,0,0.00
Cristiano Ronaldo ready to pay 14.7 million euros in Spanish tax fraud case,7028929,5,5,0,0.00
Cristiano Ronaldo sets Portugal on way to Confederations Cup semi-final,3115964,5,5,0,0.00
"Dani Alves to quit Juventus, Pep Guardiola reunion beckons",1085358,5,5,0,0.00
"Daniel Ricciardo wins chaotic Azerbaijan GP, Sebastian Vettel leads overall",1085358,5,5,0,0.00
David Villa scores as New York City beat Minnesota United for fourth straight win,7066987,5,5,0,0.00
Dax McCarty savouring his opportunity as US opens Gold Cup,7106807,5,5,0,0.00
Deadline for coach application extended till July 9: BCCI,5361257,5,5,0,0.00
Delhi Daredevils owners and Shah Rukh Khan become stakeholders in South Africas T20 Global League,6165423,5,5,0,0.00
"Didnt bowl that well, didnt have momentum going in chase, West Indies skipper Jason Holder recounts horror show against India",1085358,5,5,0,0.00
"Didnt bowl that well, didnt have momentum going in chase, West Indies skipper Jason Holder recounts horror show against India",3273432,5,5,0,0.00
"Didnt bowl that well, didnt have momentum going in chase, West Indies skipper Jason Holder recounts horror show against India",6489295,5,5,0,0.00
"Diego Maradona prefers Lionel Messi, but dubs Cristiano Ronaldo incredible",1085358,5,5,0,0.00
"Diego Maradona prefers Lionel Messi, but dubs Cristiano Ronaldo incredible",302210,5,5,0,0.00
"Difficult to fit into Anil Kumbles boots, says Virender Sehwag",2769716,5,5,0,0.00
"Difficult to fit into Anil Kumbles boots, says Virender Sehwag",3201792,5,5,0,0.00
"Difficult to fit into Anil Kumbles boots, says Virender Sehwag",4989663,5,5,0,0.00
"Difficult to make a team in one week or 10 days, says football coach Stephen Constantine",2645148,5,5,0,0.00
"Dipika Pallikals private pool is out of this world, even Hardik Pandya wants to know where it is",1085358,5,5,0,0.00
Does MS Dhoni deserve Grade A contract? asks Ramiz Raja,1992076,5,5,0,0.00
Does MS Dhoni deserve Grade A contract? asks Ramiz Raja,5645097,5,5,0,0.00
"Dravid offered a 2-yr U-19, India A contract",2556922,5,5,0,0.00
"Dravid offered a 2-yr U-19, India A contract",5645097,5,5,0,0.00
"Dravid offered a 2-yr U-19, India A contract",6004891,5,5,0,0.00
Duchess of Cambridge Kate Middleton graces Wimbledon to watch Andy Murray in action,7087743,5,5,0,0.00
Early attack still pays dividends on grass at Wimbledon,2378132,5,5,0,0.00
Early attack still pays dividends on grass at Wimbledon,7058269,5,5,0,0.00
Edmonton to host India-Canada Davis Cup tie,1747760,5,5,0,0.00
Edmonton to host India-Canada Davis Cup tie,302210,5,5,0,0.00
"Eid Mubarak Doston, says Shikhar Dhawan; sportspersons extend wishes on Eid al-Fitr",7048139,5,5,0,0.00
Elaine Thompson wins Jamaican 100m title with year-best time,7043007,5,5,0,0.00
"Engineer applies for India head coach job, says will drag him (Virat Kohli) to right track",3816084,5,5,0,0.00
England cruise to 9-wicket win over South Africa: Match highlights,2246016,5,5,0,0.00
England cruise to 9-wicket win over South Africa: Match highlights,2645148,5,5,0,0.00
England cruise to 9-wicket win over South Africa: Match highlights,3848448,5,5,0,0.00
England cruise to 9-wicket win over South Africa: Match highlights,6957941,5,5,0,0.00
"England make light work of clumsy South Africa, win first T20I by nine wickets",6038619,5,5,0,0.00
"England make light work of clumsy South Africa, win first T20I by nine wickets",7028929,5,5,0,0.00
England name unchanged squad for second South Africa test,4626982,5,5,0,0.00
England vs South Africa 1st Test: Advantage England after Day 2 at Lords,3421156,5,5,0,0.00
England vs South Africa 2nd T20I Preview: South Africa seek to return to winning ways,4538488,5,5,0,0.00
England vs South Africa 3rd T20I Preview: Advantage South Africa in decider,871376,5,5,0,0.00
"England vs South Africa Live Online Streaming, 1st T20: When and where to watch the first T20I, live TV coverage, time in IST",1893570,5,5,0,0.00
