# ----------------------------------------
# All Mobile App Data
# Top Events
# 20170601-20170618
# ----------------------------------------

Event Label,Customer User Id,Total Events,Unique Events,Event Value,Avg. Value
"Deepika Padukone slammed for sharing a hot photo on social media, she replied by posting another one",3870972,5,5,0,0.00
"Deepika Padukone tops Maxims Hot 100 list, leaves Priyanka Chopra, Kendall Jenner behind. See photo",6543659,5,5,0,0.00
"Deepika Padukone turns a stunning black beauty. We now know why Ranveer Singh was missing her, see photo",3870972,5,5,0,0.00
"Deepika Padukone turns a stunning black beauty. We now know why Ranveer Singh was missing her, see photo",4540506,5,5,0,0.00
"Deepika Padukone turns a stunning black beauty. We now know why Ranveer Singh was missing her, see photo",5594585,5,5,0,0.00
"Deepika Padukone turns a stunning black beauty. We now know why Ranveer Singh was missing her, see photo",6345067,5,5,0,0.00
Deepika Padukone wishes daddy Prakash Padukone on his birthday with this adorable photo,3870972,5,5,0,0.00
Despicable Me 3 movie review: Minions lose out to Drus family and its not funny,6972891,5,5,0,0.00
"Dharmendra considers himself a newcomer in Bollywood, thinks he still has so much to learn",3982702,5,5,0,0.00
"Dharmendra considers himself a newcomer in Bollywood, thinks he still has so much to learn",6891413,5,5,0,0.00
"Dharmendra considers himself a newcomer in Bollywood, thinks he still has so much to learn",6933807,5,5,0,0.00
Dia Mirza: I had a phenomenal time working with Ranbir Kapoor,6925307,5,5,0,0.00
Dilip Kumars grand niece Sayyeshaa shows off her crazy moves on Ed Sheerans Shape of You. Watch video,544144,5,5,0,0.00
Dilip Kumars grand niece Sayyeshaa shows off her crazy moves on Ed Sheerans Shape of You. Watch video,6968887,5,5,0,0.00
Dilip Kumars grand niece Sayyeshaa shows off her crazy moves on Ed Sheerans Shape of You. Watch video,6977429,5,5,0,0.00
Dilip Kumars grand niece Sayyeshaa shows off her crazy moves on Ed Sheerans Shape of You. Watch video,6979787,5,5,0,0.00
Diljit Dosanjh on his Kylie Jenner obsession: I love her very much but she hasnt replied,1439716,5,5,0,0.00
Diljit Dosanjh on his Kylie Jenner obsession: I love her very much but she hasnt replied,6977799,5,5,0,0.00
Diljit Dosanjh on his Kylie Jenner obsession: I love her very much but she hasnt replied,6982119,5,5,0,0.00
Diljit Dosanjh on stereotyping of Punjabis in Bollywood: Everyone has a freedom to depict a subject,389082,5,5,0,0.00
Director James Cameron addresses gap between Avatar films,845374,5,5,0,0.00
"Disha Patani goes shopping and Tiger Shroff waits like a good boyfriend, see photos",544144,5,5,0,0.00
"Disha Patani goes shopping and Tiger Shroff waits like a good boyfriend, see photos",5594585,5,5,0,0.00
Disha Patani spends her 'vella' time with Tiger Shroff's sister Krishna. Why are Disha and Tiger just 'good friends'? See photos,6950129,5,5,0,0.00
"Disha Patanis throwback bikini photo is everything thats hot, see photo",4851375,5,5,0,0.00
"Disha Patanis throwback bikini photo is everything thats hot, see photo",6981449,5,5,0,0.00
Dulquer Salmaan to romance four heroines in his next Tamil film,2320072,5,5,0,0.00
Dulquer Salmaan to romance four heroines in his next Tamil film,3460442,5,5,0,0.00
Duvvada Jagannadham music review: Allu Arjun and Devi Sri Prasad set our foot tapping with DJ album,5861459,5,5,0,0.00
Duvvada Jagannadham music review: Allu Arjun and Devi Sri Prasad set our foot tapping with DJ album,6979307,5,5,0,0.00
Duvvada Jagannadham new trailer: Allu Arjuns DJ meets the baddies. Watch video,6977799,5,5,0,0.00
Duvvada Jagannadham trailer: Allu Arjun film promises a blockbuster. Watch video,4062270,5,5,0,0.00
Duvvada Jagannadham trailer: Allu Arjun film promises a blockbuster. Watch video,6708883,5,5,0,0.00
Duvvada Jagannadham trailer: Allu Arjun film promises a blockbuster. Watch video,6948153,5,5,0,0.00
Emilia Clarke optimistic about future in Game of Thrones,2199670,5,5,0,0.00
Emilia Clarke optimistic about future in Game of Thrones,6956405,5,5,0,0.00
Esha Deol's first picture with the baby bump is only adding to her maternity glow. See photos,3018110,5,5,0,0.00
Esha Deols first picture with the baby bump is only adding to her maternity glow. See photos,3428830,5,5,0,0.00
Esha Deols first picture with the baby bump is only adding to her maternity glow. See photos,3870972,5,5,0,0.00
Esha Deols first picture with the baby bump is only adding to her maternity glow. See photos,544144,5,5,0,0.00
"Ex-Bigg Boss contestant Bani J, beau Yuvraj Thakur get cupping therapy. These photos will freak you out",1439716,5,5,0,0.00
"Ex-Bigg Boss contestant Bani J, beau Yuvraj Thakur get cupping therapy. These photos will freak you out",3174852,5,5,0,0.00
"EXCLUSIVE Diljit Dosanjh: Nobody cares if you are nice, you need to shock and entertain people",4643612,5,5,0,0.00
